"","Kingdom","Phylum","Class","Order","Famiy","Genus","N Patients","N Control","","BC-OA in Patients","BC-OA in Control","Beta","SE","P","FDR","FC","FC lower","FC upper","NA"
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__GGB95272","Bacteria","Firmicutes","Clostridia","Clostridia unclassified","Clostridia unclassified","GGB9527",0,1,"",0,0.0004337,NA,NA,NA,NA,NA,NA,NA,""
"k__Bacteria|p__Firmicutes|c__CFGB72926|o__OFGB72926|f__FGB72926|g__GGB36142","Bacteria","Firmicutes","CFGB72926","OFGB72926","FGB72926","GGB3614",0,1,"",0,0.00024319,NA,NA,NA,NA,NA,NA,NA,""
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB31892","Bacteria","Firmicutes","Clostridia","Eubacteriales","Oscillospiraceae","GGB3189",0,1,"",0,0.00013642,NA,NA,NA,NA,NA,NA,NA,""
"k__Bacteria|p__Firmicutes|c__CFGB31455|o__OFGB31455|f__FGB31455|g__GGB47002","Bacteria","Firmicutes","CFGB31455","OFGB31455","FGB31455","GGB4700",0,1,"",0,0.00013498,NA,NA,NA,NA,NA,NA,NA,""
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__GGB90612","Bacteria","Firmicutes","Clostridia","Eubacteriales","Clostridiaceae","GGB9061",0,1,"",0,9.964e-05,NA,NA,NA,NA,NA,NA,NA,""
"k__Bacteria|p__Firmicutes|c__CFGB58251|o__OFGB58251|f__FGB58251|g__GGB97622","Bacteria","Firmicutes","CFGB58251","OFGB58251","FGB58251","GGB9762",0,1,"",0,8.94e-05,NA,NA,NA,NA,NA,NA,NA,""
"k__Bacteria|p__Firmicutes|c__CFGB2949|o__OFGB2949|f__FGB2949|g__GGB92902","Bacteria","Firmicutes","CFGB2949","OFGB2949","FGB2949","GGB9290",0,1,"",0,6.856e-05,NA,NA,NA,NA,NA,NA,NA,""
"k__Bacteria|p__Firmicutes|c__CFGB9120|o__OFGB9120|f__FGB9120|g__GGB46422","Bacteria","Firmicutes","CFGB9120","OFGB9120","FGB9120","GGB4642",0,1,"",0,6.029e-05,NA,NA,NA,NA,NA,NA,NA,""
"k__Bacteria|p__Firmicutes|c__CFGB73223|o__OFGB73223|f__FGB73223|g__GGB92492","Bacteria","Firmicutes","CFGB73223","OFGB73223","FGB73223","GGB9249",0,1,"",0,3.26e-05,NA,NA,NA,NA,NA,NA,NA,""
"k__Bacteria|p__Firmicutes|c__CFGB1211|o__OFGB1211|f__FGB1211|g__GGB29702","Bacteria","Firmicutes","CFGB1211","OFGB1211","FGB1211","GGB2970",0,1,"",0,2.826e-05,NA,NA,NA,NA,NA,NA,NA,""
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__GGB36262","Bacteria","Firmicutes","Clostridia","Eubacteriales","Clostridiaceae","GGB3626",0,1,"",0,1.62e-05,NA,NA,NA,NA,NA,NA,NA,""
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__GGB134042","Bacteria","Firmicutes","Clostridia","Clostridia unclassified","Clostridia unclassified","GGB13404",0,1,"",0,1.498e-05,NA,NA,NA,NA,NA,NA,NA,""
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__GGB790972","Bacteria","Firmicutes","Clostridia","Clostridia unclassified","Clostridia unclassified","GGB79097",0,1,"",0,9.4e-06,NA,NA,NA,NA,NA,NA,NA,""
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB96082","Bacteria","Firmicutes","Clostridia","Eubacteriales","Oscillospiraceae","GGB9608",0,1,"",0,7.92e-06,NA,NA,NA,NA,NA,NA,NA,""
"k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Mailhella2","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfovibrionales","Desulfovibrionaceae","Mailhella",0,1,"",0,7.04e-06,NA,NA,NA,NA,NA,NA,NA,""
"k__Bacteria|p__Firmicutes|c__CFGB30287|o__OFGB30287|f__FGB30287|g__GGB423782","Bacteria","Firmicutes","CFGB30287","OFGB30287","FGB30287","GGB42378",0,1,"",0,6.47e-06,NA,NA,NA,NA,NA,NA,NA,""
"k__Bacteria|p__Firmicutes|c__CFGB1800|o__OFGB1800|f__FGB1800|g__GGB47732","Bacteria","Firmicutes","CFGB1800","OFGB1800","FGB1800","GGB4773",0,1,"",0,5.31e-06,NA,NA,NA,NA,NA,NA,NA,""
"k__Bacteria|p__Proteobacteria|c__CFGB2429|o__OFGB2429|f__FGB2429|g__GGB66482","Bacteria","Proteobacteria","CFGB2429","OFGB2429","FGB2429","GGB6648",0,1,"",0,3.1e-06,NA,NA,NA,NA,NA,NA,NA,""
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB134932","Bacteria","Firmicutes","Clostridia","Eubacteriales","Oscillospiraceae","GGB13493",0,1,"",0,2.48e-06,NA,NA,NA,NA,NA,NA,NA,""
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_unclassified|g__GGB97212","Bacteria","Firmicutes","Clostridia","Eubacteriales","Eubacteriales unclassified","GGB9721",0,1,"",0,1.2e-06,NA,NA,NA,NA,NA,NA,NA,""
"k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified|o__Firmicutes_unclassified|f__Firmicutes_unclassified|g__GGB36802","Bacteria","Firmicutes","Firmicutes unclassified","Firmicutes unclassified","Firmicutes unclassified","GGB3680",0,1,"",0,3.189e-05,NA,NA,NA,NA,NA,NA,NA,""
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_Family_XIII_Incertae_Sedis|g__GGB29872","Bacteria","Firmicutes","Clostridia","Eubacteriales","Eubacteriales Family XIII Incertae Sedis","GGB2987",0,1,"",0,3.3e-06,NA,NA,NA,NA,NA,NA,NA,""
"k__Bacteria|p__Firmicutes|c__CFGB72924|o__OFGB72924|f__FGB72924|g__GGB36122","Bacteria","Firmicutes","CFGB72924","OFGB72924","FGB72924","GGB3612",0,1,"",0,0.00122427,NA,NA,NA,NA,NA,NA,NA,""
"k__Bacteria|p__Firmicutes|c__CFGB9119|o__OFGB9119|f__FGB9119|g__GGB46512","Bacteria","Firmicutes","CFGB9119","OFGB9119","FGB9119","GGB4651",0,1,"",0,0.00077071,NA,NA,NA,NA,NA,NA,NA,""
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB33432","Bacteria","Firmicutes","Clostridia","Eubacteriales","Oscillospiraceae","GGB3343",0,1,"",0,0.00041799,NA,NA,NA,NA,NA,NA,NA,""
"k__Bacteria|p__Firmicutes|c__CFGB76112|o__OFGB76112|f__FGB76112|g__GGB796302","Bacteria","Firmicutes","CFGB76112","OFGB76112","FGB76112","GGB79630",0,1,"",0,3.345e-05,NA,NA,NA,NA,NA,NA,NA,""
"k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__GGB16722","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Rikenellaceae","GGB1672",0,1,"",0,3.182e-05,NA,NA,NA,NA,NA,NA,NA,""
"k__Bacteria|p__Firmicutes|c__CFGB3529|o__OFGB3529|f__FGB3529|g__GGB35702","Bacteria","Firmicutes","CFGB3529","OFGB3529","FGB3529","GGB3570",0,1,"",0,2.869e-05,NA,NA,NA,NA,NA,NA,NA,""
"k__Bacteria|p__Firmicutes|c__CFGB2918|o__OFGB2918|f__FGB2918|g__GGB92402","Bacteria","Firmicutes","CFGB2918","OFGB2918","FGB2918","GGB9240",0,1,"",0,8.63e-06,NA,NA,NA,NA,NA,NA,NA,""
"k__Bacteria|p__Firmicutes|c__CFGB2915|o__OFGB2915|f__FGB2915|g__GGB362672","Bacteria","Firmicutes","CFGB2915","OFGB2915","FGB2915","GGB36267",0,1,"",0,3.07e-06,NA,NA,NA,NA,NA,NA,NA,""
"k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__GGB46572","Bacteria","Firmicutes","Bacilli","Bacillales","Staphylococcaceae","GGB4657",0,0,"",0,0,NA,NA,NA,NA,NA,NA,NA,""
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__GGB512692","Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","GGB51269",0,0,"",0,0,NA,NA,NA,NA,NA,NA,NA,""
"k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__GGB95932","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","GGB9593",1,0,"",0.00018245,0,NA,NA,NA,NA,NA,NA,NA,""
"k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__GGB45882","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","GGB4588",0,0,"",0,0,NA,NA,NA,NA,NA,NA,NA,""
"k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__GGB46822","Bacteria","Actinobacteria","Coriobacteriia","Eggerthellales","Eggerthellaceae","GGB4682",0,0,"",0,0,NA,NA,NA,NA,NA,NA,NA,""
"k__Bacteria|p__Firmicutes|c__CFGB540|o__OFGB540|f__FGB540|g__GGB799982","Bacteria","Firmicutes","CFGB540","OFGB540","FGB540","GGB79998",0,0,"",0,0,NA,NA,NA,NA,NA,NA,NA,""
"k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__GGB47232","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","GGB4723",0,0,"",0,0,NA,NA,NA,NA,NA,NA,NA,""
"k__Bacteria|p__Firmicutes|c__CFGB10477|o__OFGB10477|f__FGB10477|g__GGB93452","Bacteria","Firmicutes","CFGB10477","OFGB10477","FGB10477","GGB9345",1,0,"",0.00014433,0,NA,NA,NA,NA,NA,NA,NA,""
"k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__GGB799302","Bacteria","Actinobacteria","Coriobacteriia","Coriobacteriales","Coriobacteriaceae","GGB79930",0,0,"",0,0,NA,NA,NA,NA,NA,NA,NA,""
"k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Dakarella2","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Sutterellaceae","Dakarella",0,0,"",0,0,NA,NA,NA,NA,NA,NA,NA,""
"k__Bacteria|p__Firmicutes|c__CFGB13380|o__OFGB13380|f__FGB13380|g__GGB47112","Bacteria","Firmicutes","CFGB13380","OFGB13380","FGB13380","GGB4711",0,0,"",0,0,NA,NA,NA,NA,NA,NA,NA,""
"k__Bacteria|p__Firmicutes|c__CFGB3048|o__OFGB3048|f__FGB3048|g__GGB95592","Bacteria","Firmicutes","CFGB3048","OFGB3048","FGB3048","GGB9559",1,0,"",2.196e-05,0,NA,NA,NA,NA,NA,NA,NA,""
"k__Bacteria|p__Firmicutes|c__CFGB15209|o__OFGB15209|f__FGB15209|g__GGB92932","Bacteria","Firmicutes","CFGB15209","OFGB15209","FGB15209","GGB9293",1,0,"",6.59e-06,0,NA,NA,NA,NA,NA,NA,NA,""
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__GGB95372","Bacteria","Firmicutes","Clostridia","Clostridia unclassified","Clostridia unclassified","GGB9537",0,0,"",0,0,NA,NA,NA,NA,NA,NA,NA,""
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__GGB95682","Bacteria","Firmicutes","Clostridia","Eubacteriales","Clostridiaceae","GGB9568",0,0,"",0,0,NA,NA,NA,NA,NA,NA,NA,""
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__GGB35102","Bacteria","Firmicutes","Clostridia","Eubacteriales","Clostridiaceae","GGB3510",0,0,"",0,0,NA,NA,NA,NA,NA,NA,NA,""
"k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__GGB45972","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","GGB4597",0,0,"",0,0,NA,NA,NA,NA,NA,NA,NA,""
"k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__GGB335122","Bacteria","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","GGB33512",1,0,"",4.165e-05,0,NA,NA,NA,NA,NA,NA,NA,""
"k__Bacteria|p__Firmicutes|c__CFGB2960|o__OFGB2960|f__FGB2960|g__GGB93022","Bacteria","Firmicutes","CFGB2960","OFGB2960","FGB2960","GGB9302",0,0,"",0,0,NA,NA,NA,NA,NA,NA,NA,""
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__Candidatus_Avimonas2","Bacteria","Firmicutes","Clostridia","Clostridia unclassified","Clostridia unclassified","Candidatus Avimonas",1,0,"",1.647e-05,0,NA,NA,NA,NA,NA,NA,NA,""
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__Candidatus_Pararuminococcus2","Bacteria","Firmicutes","Clostridia","Clostridia unclassified","Clostridia unclassified","Candidatus Pararuminococcus",0,0,"",0,0,NA,NA,NA,NA,NA,NA,NA,""
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__Candidatus_Heteroclostridium2","Bacteria","Firmicutes","Clostridia","Clostridia unclassified","Clostridia unclassified","Candidatus Heteroclostridium",0,0,"",0,0,NA,NA,NA,NA,NA,NA,NA,""
"k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__GGB11512","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","GGB1151",0,0,"",0,0,NA,NA,NA,NA,NA,NA,NA,""
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB33452","Bacteria","Firmicutes","Clostridia","Eubacteriales","Oscillospiraceae","GGB3345",0,0,"",0,0,NA,NA,NA,NA,NA,NA,NA,""
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB94532","Bacteria","Firmicutes","Clostridia","Eubacteriales","Oscillospiraceae","GGB9453",1,0,"",3.45e-06,0,NA,NA,NA,NA,NA,NA,NA,""
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB31672","Bacteria","Firmicutes","Clostridia","Eubacteriales","Oscillospiraceae","GGB3167",1,0,"",8.332e-05,0,NA,NA,NA,NA,NA,NA,NA,""
"k__Bacteria|p__Bacteroidetes|c__CFGB76185|o__OFGB76185|f__FGB76185|g__GGB15502","Bacteria","Bacteroidetes","CFGB76185","OFGB76185","FGB76185","GGB1550",0,0,"",0,0,NA,NA,NA,NA,NA,NA,NA,""
"k__Bacteria|p__Proteobacteria|c__CFGB2404|o__OFGB2404|f__FGB2404|g__GGB66082","Bacteria","Proteobacteria","CFGB2404","OFGB2404","FGB2404","GGB6608",0,0,"",0,0,NA,NA,NA,NA,NA,NA,NA,""
"k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__GGB45992","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","GGB4599",0,0,"",0,0,NA,NA,NA,NA,NA,NA,NA,""
"k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Staphylococcus2","Bacteria","Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus",1,0,"",1.96e-06,0,NA,NA,NA,NA,NA,NA,NA,""
"k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__GGB45842","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","GGB4584",0,0,"",0,0,NA,NA,NA,NA,NA,NA,NA,""
"k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales|f__Rhodobacteraceae|g__GGB160402","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","GGB16040",0,0,"",0,0,NA,NA,NA,NA,NA,NA,NA,""
"k__Bacteria|p__Firmicutes|c__CFGB9583|o__OFGB9583|f__FGB9583|g__GGB34902","Bacteria","Firmicutes","CFGB9583","OFGB9583","FGB9583","GGB3490",0,0,"",0,0,NA,NA,NA,NA,NA,NA,NA,""
"k__Bacteria|p__Bacteroidetes|c__CFGB602|o__OFGB602|f__FGB602|g__GGB14202","Bacteria","Bacteroidetes","CFGB602","OFGB602","FGB602","GGB1420",0,0,"",0,0,NA,NA,NA,NA,NA,NA,NA,""
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Pseudoruminococcus2","Bacteria","Firmicutes","Clostridia","Eubacteriales","Oscillospiraceae","Pseudoruminococcus",0,0,"",0,0,NA,NA,NA,NA,NA,NA,NA,""
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Candidatus_Borkfalkiales|f__Candidatus_Borkfalkiaceae|g__Candidatus_Borkfalkia2","Bacteria","Firmicutes","Clostridia","Candidatus Borkfalkiales","Candidatus Borkfalkiaceae","Candidatus Borkfalkia",0,0,"",0,0,NA,NA,NA,NA,NA,NA,NA,""
"k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__GGB46592","Bacteria","Firmicutes","Bacilli","Bacillales","Staphylococcaceae","GGB4659",0,0,"",0,0,NA,NA,NA,NA,NA,NA,NA,""
"k__Bacteria|p__Lentisphaerae|c__Lentisphaeria|o__Victivallales|f__Victivallaceae|g__Victivallis2","Bacteria","Lentisphaerae","Lentisphaeria","Victivallales","Victivallaceae","Victivallis",0,0,"",0,0,NA,NA,NA,NA,NA,NA,NA,""
"k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Comamonadaceae|g__Comamonas2","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Comamonas",0,0,"",0,0,NA,NA,NA,NA,NA,NA,NA,""
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__GGB13312","Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","GGB1331",1,0,"",4.875e-05,0,NA,NA,NA,NA,NA,NA,NA,""
"k__Bacteria|p__Bacteroidetes|c__CFGB618|o__OFGB618|f__FGB618|g__GGB14562","Bacteria","Bacteroidetes","CFGB618","OFGB618","FGB618","GGB1456",0,0,"",0,0,NA,NA,NA,NA,NA,NA,NA,""
"k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__GGB93992","Bacteria","Actinobacteria","Coriobacteriia","Coriobacteriales","Coriobacteriaceae","GGB9399",0,0,"",0,0,NA,NA,NA,NA,NA,NA,NA,""
"k__Bacteria|p__Firmicutes|c__Tissierellia|o__Tissierellia_unclassified|f__Tissierellia_unclassified|g__Ezakiella2","Bacteria","Firmicutes","Tissierellia","Tissierellia unclassified","Tissierellia unclassified","Ezakiella",0,0,"",0,0,NA,NA,NA,NA,NA,NA,NA,""
"k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Porphyromonas2","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Porphyromonadaceae","Porphyromonas",0,0,"",0,0,NA,NA,NA,NA,NA,NA,NA,""
"k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Allobaculum2","Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Allobaculum",0,0,"",0,0,NA,NA,NA,NA,NA,NA,NA,""
"k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Anaeroglobus2","Bacteria","Firmicutes","Negativicutes","Veillonellales","Veillonellaceae","Anaeroglobus",1,0,"",1.529e-05,0,NA,NA,NA,NA,NA,NA,NA,""
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_unclassified|g__Fenollaria2","Bacteria","Firmicutes","Clostridia","Eubacteriales","Eubacteriales unclassified","Fenollaria",0,0,"",0,0,NA,NA,NA,NA,NA,NA,NA,""
"k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Actinomycetales|f__Actinomycetaceae|g__Pauljensenia2","Bacteria","Actinobacteria","Actinomycetia","Actinomycetales","Actinomycetaceae","Pauljensenia",1,0,"",3.845e-05,0,NA,NA,NA,NA,NA,NA,NA,""
"k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Actinomycetales|f__Actinomycetaceae|g__Schaalia2","Bacteria","Actinobacteria","Actinomycetia","Actinomycetales","Actinomycetaceae","Schaalia",1,0,"",4.6e-06,0,NA,NA,NA,NA,NA,NA,NA,""
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_unclassified|g__Levyella2","Bacteria","Firmicutes","Clostridia","Eubacteriales","Eubacteriales unclassified","Levyella",0,0,"",0,0,NA,NA,NA,NA,NA,NA,NA,""
"k__Bacteria|p__Firmicutes|c__Tissierellia|o__Tissierellales|f__Peptoniphilaceae|g__Peptoniphilus2","Bacteria","Firmicutes","Tissierellia","Tissierellales","Peptoniphilaceae","Peptoniphilus",0,0,"",0,0,NA,NA,NA,NA,NA,NA,NA,""
"k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Pluralibacter2","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Pluralibacter",0,0,"",0,0,NA,NA,NA,NA,NA,NA,NA,""
"k__Bacteria|p__Bacteroidetes|c__CFGB1670|o__OFGB1670|f__FGB1670|g__GGB476872","Bacteria","Bacteroidetes","CFGB1670","OFGB1670","FGB1670","GGB47687",0,0,"",0,0,NA,NA,NA,NA,NA,NA,NA,""
"k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Kluyvera2","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Kluyvera",1,0,"",0.00027553,0,NA,NA,NA,NA,NA,NA,NA,""
"k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Neisseria2","Bacteria","Proteobacteria","Betaproteobacteria","Neisseriales","Neisseriaceae","Neisseria",1,0,"",2.4e-07,0,NA,NA,NA,NA,NA,NA,NA,""
"k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales|f__Campylobacteraceae|g__Campylobacter2","Bacteria","Proteobacteria","Epsilonproteobacteria","Campylobacterales","Campylobacteraceae","Campylobacter",0,0,"",0,0,NA,NA,NA,NA,NA,NA,NA,""
"k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Selenomonadaceae|g__Mitsuokella2","Bacteria","Firmicutes","Negativicutes","Selenomonadales","Selenomonadaceae","Mitsuokella",0,0,"",0,0,NA,NA,NA,NA,NA,NA,NA,""
"k__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales|f__Acidaminococcaceae|g__Acidaminococcus2","Bacteria","Firmicutes","Negativicutes","Acidaminococcales","Acidaminococcaceae","Acidaminococcus",0,0,"",0,0,NA,NA,NA,NA,NA,NA,NA,""
"k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__GGB94002","Bacteria","Actinobacteria","Coriobacteriia","Coriobacteriales","Coriobacteriaceae","GGB9400",0,0,"",0,0,NA,NA,NA,NA,NA,NA,NA,""
"k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae|o__Verrucomicrobiales|f__Akkermansiaceae|g__GGB65292","Bacteria","Verrucomicrobia","Verrucomicrobiae","Verrucomicrobiales","Akkermansiaceae","GGB6529",0,0,"",0,0,NA,NA,NA,NA,NA,NA,NA,""
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Bittarella2","Bacteria","Firmicutes","Clostridia","Eubacteriales","Oscillospiraceae","Bittarella",1,0,"",1.486e-05,0,NA,NA,NA,NA,NA,NA,NA,""
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Massilioclostridium2","Bacteria","Firmicutes","Clostridia","Eubacteriales","Clostridiaceae","Massilioclostridium",1,0,"",1.05e-06,0,NA,NA,NA,NA,NA,NA,NA,""
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__GGB34292","Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","GGB3429",0,0,"",0,0,NA,NA,NA,NA,NA,NA,NA,""
"k__Bacteria|p__Proteobacteria|c__CFGB2397|o__OFGB2397|f__FGB2397|g__GGB365992","Bacteria","Proteobacteria","CFGB2397","OFGB2397","FGB2397","GGB36599",0,0,"",0,0,NA,NA,NA,NA,NA,NA,NA,""
"k__Bacteria|p__Bacteroidetes|c__CFGB76189|o__OFGB76189|f__FGB76189|g__GGB15382","Bacteria","Bacteroidetes","CFGB76189","OFGB76189","FGB76189","GGB1538",0,0,"",0,0,NA,NA,NA,NA,NA,NA,NA,""
